time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452249714	5.58551	-8.26665	-2.7637	-2.46812	-0.929314	lidar	0.145123	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808
1477010452304738	5.66435	-8.14433	-2.75072	-2.4602	-0.843779	radar	4.52262	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608
1477010452359763	5.79263	-8.03902	-2.76433	-2.50516	-0.839185	lidar	0.527454	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606
1477010452414768	5.88843	-7.92578	-2.75512	-2.50673	-0.772751	radar	2.8524	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801
1477010452469773	6.01764	-7.82373	-2.76799	-2.5449	-0.766018	lidar	0.493253	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801
1477010452524779	6.11209	-7.70872	-2.75522	-2.53361	-0.685879	radar	4.15761	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798
1477010452579785	6.23948	-7.61205	-2.76382	-2.56615	-0.679526	lidar	0.262313	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798
1477010452634722	6.34329	-7.50474	-2.75344	-2.55994	-0.613011	radar	2.94965	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027
1477010452689660	6.46753	-7.41387	-2.75682	-2.58779	-0.607215	lidar	0.144899	6.452	-7.36418	6.45	-7.35	1.82025	1.82025
1477010452739683	6.58165	-7.33243	-2.76015	-2.61215	-0.601885	radar	0.766718	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908
1477010452789706	6.70773	-7.24553	-2.77494	-2.63488	-0.592878	lidar	0.639464	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908
1477010452844772	6.7872	-7.10976	-2.74828	-2.57246	-0.449554	radar	14.2279	6.68682	-6.93297	6.8	-7.05	0.908005	1.816
1477010452899838	6.90774	-7.01524	-2.75022	-2.58775	-0.440795	lidar	0.351246	6.86356	-6.94732	6.85	-6.95	0.908	1.81601
1477010452954812	7.03927	-6.93746	-2.75198	-2.61306	-0.442075	radar	0.0296908	7.08741	-6.92602	7	-6.85	2.72856	1.81904
